anomaly_id,anomaly_status,anomaly_type,anomaly_unit,compared_field,date_or_period,detection_method,disease,event_cluster_id,evidence_summary,expected_or_reference_value,human_review_audit_ids,human_review_reason,location,needs_human_review,observed_value,reason,recommended_action,record_id,review_decision_ids,severity,source_id,source_ids,source_urls,threshold,validation_result_id,warnings
anom_001,open,deaths_without_case_reference,record,deaths,2025-08-31,deterministic_anomaly_detection,Legionnaires' disease,,"# NYC Legionnaires’ Outbreak: Fourth Death Confirmed, 101 Sickened",,[],,New York City,False,4.0,deaths present but no comparable case count is available,human_review,rec_src_search_743df961a25b_002,[],low,src_search_743df961a25b,"[""src_search_743df961a25b""]","[""https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened""]",,,"[""insufficient_case_reference""]"
anom_002,open,deaths_without_case_reference,record,deaths,2025-08-31,deterministic_anomaly_detection,Legionnaires' disease,,"There are now six deaths, 111 confirmed cases, and seven are currently hospitalized.",,[],,"New York City, New York",False,6.0,deaths present but no comparable case count is available,human_review,rec_src_search_8e86f33ccf00_002,[],low,src_search_8e86f33ccf00,"[""src_search_8e86f33ccf00""]","[""https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821""]",,,"[""insufficient_case_reference""]"
anom_003,open,deaths_without_case_reference,record,deaths,2025-08-26,deterministic_anomaly_detection,Legionnaires' disease,,"### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized",,[],,New York City,False,6.0,deaths present but no comparable case count is available,human_review,rec_src_search_b74bccc017c5_002,[],low,src_search_b74bccc017c5,"[""src_search_b74bccc017c5""]","[""https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation""]",,,"[""insufficient_case_reference""]"
anom_004,open,deaths_without_case_reference,record,deaths,2025-08-31,deterministic_anomaly_detection,Legionnaires' disease,,[Report a correction or typo](/extras/reporttypo?url=https%3A%2F%2Fabc7ny.com%2Fpost%2Flegionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially%2F17684717%2F),,[],,"New York City, NY - Central Harlem (ZIP codes 10027, 10030, 10035, 10037, 10039)",False,7.0,deaths present but no comparable case count is available,human_review,rec_src_search_caf9b786a60e_002,[],low,src_search_caf9b786a60e,"[""src_search_caf9b786a60e""]","[""https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717""]",,,"[""insufficient_case_reference""]"
anom_005,open,deaths_without_case_reference,record,deaths,2025-08-20,deterministic_anomaly_detection,Legionnaires' disease,,The health department told _The BMJ_ that as of 20 August 14 people remained in hospital but that no new cases or deaths had been reported. The department has sampled and …,,[],,New York,False,5.0,deaths present but no comparable case count is available,human_review,rec_src_search_72af26a33522_002,[],low,src_search_72af26a33522,"[""src_search_72af26a33522""]","[""https://www.bmj.com/content/390/bmj.r1785""]",,,"[""insufficient_case_reference""]"
anom_006,open,deaths_without_case_reference,record,deaths,2025-08-04,deterministic_anomaly_detection,Legionnaires' disease,,"![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Provides Update on Community Cluster of Legionnaires' Disease in Central Harlem *Fifty-eight people have been diagnosed with Legionnaires’ disease since July 25, 2025 and two people have died.* People who have been in the affected area since late July who have flu-like symptoms, fever, cough, or difficulty breathing should seek immediate medical attention **August 4, 2025 —** Today, the NYC Health Department provided an update on the investigation into a community cluster of Legionnaires’ disease in Central Harlem (ZIP codes 10027, 10030, 10035, 10037, and 10039) and bordering communities. Fifty-eight people have been diagnosed with Legionnaires’ disease since July 25, 2025 and two people have died. The remediation required by the Department has been completed for the 11 cooling towers with initial positive screening results showing the presence of *Legionella pneumophila*, a type of bacteria that causes Legionnaires’ disease. People living or working in the area with flu-like symptoms, such as cough, fever, chills, muscle aches, or difficulty breathing should contact a health care provider immediately. It is especially important for people at higher risk — including those ages 50 and older, cigarette smokers, and people with chronic lung disease or compromised immune systems — to get care if they have symptoms.",,[],,"New York City, New York",False,2.0,deaths present but no comparable case count is available,human_review,rec_src_search_f72980cd3634_002,[],low,src_search_f72980cd3634,"[""src_search_f72980cd3634""]","[""https://www.nyc.gov/site/doh/about/press/pr2025/nyc-health-provides-second-legionnaires-cluster-update.page""]",,,"[""insufficient_case_reference""]"
anom_007,open,deaths_without_case_reference,record,deaths,2025-08-27,deterministic_anomaly_detection,Legionnaires' disease,,"[Skip to content](#main) ![Goldberg Segalla logo](https://www.goldbergsegalla.com/app/uploads/2026/04/GS-Anniversary-Tagline-Horizonal-Logo-gray-and-red-1-1.svg) ![](https://www.goldbergsegalla.com/app/uploads/2023/07/NewsKnowledge_HEAD.jpg) # News & Knowledge 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation [Home](/) News & Knowledge Knowledge # 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation August 27, 2025 [Andrew J. Scholz](https://www.goldbergsegalla.com/our-team/andrew-j-scholz/) [Michael D. Shalhoub](https://www.goldbergsegalla.com/our-team/michael-d-shalhoub/) [Karen Cullinane](https://www.goldbergsegalla.com/our-team/karen-cullinane/) ## **Key Takeaways:** * ### The New York City Department of Health continues to investigate “a community cluster of Legionnaires’ disease” in the Central Harlem ZIP Codes of 10027, 10030, 10035, 10037 and 10039 * ### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized * ### Litigation has reportedly already commenced; additional lawsuits are expected As has been widely reported by the media, in late July the New York City Department of Health (DOH) began “investigating a community cluster of Legionnaires’ disease in Central Harlem.” According to the [DOH website](https://www.nyc.gov/site/doh/health/health-topics/legionnaires-disease.page), as of August 26 there have been over 113 confirmed cases of the disease. According to the DOH, six people had died and seven people were hospitalized as of that date. The DOH website outlines five ZIP Codes where the DOH is investigating: 10027, 10030, 10035, 10037 and 10039.",,[],,"New York City, New York",False,6.0,deaths present but no comparable case count is available,human_review,rec_src_search_b74bccc017c5_005,[],low,src_search_b74bccc017c5,"[""src_search_b74bccc017c5""]","[""https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation""]",,,"[""insufficient_case_reference""]"
anom_008,open,deaths_without_case_reference,record,deaths,2025-07-30,deterministic_anomaly_detection,Legionnaires' disease,,"![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Provides Update on Legionnaires' Disease Community Cluster in Central Harlem *Twenty-two New Yorkers with Legionnaires’ Disease have been identified as part of the cluster, one death has occurred* People who have been in the affected area since late July with flu-like symptoms, fever, cough, or difficulty breathing should seek immediate medical attention **July 30, 2025 —**The New York City Health Department today provided an update on the investigation into a community cluster of [Legionnaires’ disease](https://www.nyc.gov/site/doh/health/health-topics/legionnaires-disease.page) in the Central Harlem neighborhood (ZIP codes 10027, 10030,10035, 10037, and 10039) and bordering communities. Twenty-two people have been diagnosed with Legionnaires’ disease since July 25, 2025. One person has died. All operable cooling towers in the investigation area have been sampled, and the Health Department has directed building owners with initial positive screening results to initiate remediation within 24 hours. People living or working in the area with flu-like symptoms, such as cough, fever, chills, muscle aches, or difficulty breathing should contact a health care provider immediately. It is especially important for people at higher risk — including those ages 50 and older, cigarette smokers, and people with chronic lung disease or compromised immune systems — to get care if they ha",,[],,"New York City, New York",False,1.0,deaths present but no comparable case count is available,human_review,rec_src_search_fd4c39b5e976_002,[],low,src_search_fd4c39b5e976,"[""src_search_fd4c39b5e976""]","[""https://www.nyc.gov/site/doh/about/press/pr2025/nyc-health-provides-update-on-legionnaires-cluster.page""]",,,"[""insufficient_case_reference""]"
anom_009,open,deaths_without_case_reference,record,deaths,2025-08-15,deterministic_anomaly_detection,Legionnaires' disease,,"![](https://nyshcp.org/wp-content/uploads/2024/04/facebook.png) ![](https://nyshcp.org/wp-content/uploads/2024/04/twitter.png) ![](https://nyshcp.org/wp-content/uploads/2024/04/linkedin.png) ![](https://nyshcp.org/wp-content/uploads/2024/04/HCP-400px.png ""HCP-400px"") Search … Search Close ![](https://nyshcp.org/wp-content/uploads/2024/04/search.png ""search"") # NY State EP Alert 8.15.25 | Legionnaires’ Disease Update by [Dena Collins](https://www.nyshcp.org/author/hcpdena/ ""Posts by Dena Collins"") | Aug 15, 2025 | [EP Alerts](https://www.nyshcp.org/category/ep-alerts/) ### NY State EP Alert 8.15.2025|Legionnaires’ Disease Update The New York City Department of Health and Mental Hygiene (DOHMH) continues to investigate a cluster of [Legionnaires’ Disease in a Central Harlem](https://www.nyc.gov/site/doh/health/health-topics/legionnaires-disease.page) neighborhood. Those in ZIP codes 10027, 10030, 10035, 10037, and 10039 along with bordering communities are advised to take note. As of August 15, 2025, there have been 99 cases confirmed, and 17 patients are currently hospitalized, which is fewer hospitalizations than last week. The outbreak’s death toll has risen to four. DOHMH confirmed on August 14, 2025, that it had [actively tested water](https://www.nyc.gov/site/doh/business/permits-and-licenses/cooling-towers-inspection-results.page) from all cooling towers in that area and that 12 cooling towers in 10 buildings had a positive culture result for live Legionella bacteria. Per reports late yesterday, 11 of the 12 towers had completed remediation and the final tower was to be completed today, August 15, 2025. DOHMH notes that all towers showing any sign of contamination (live or dead bacteria) at the start of the investigation were cleaned and treated within 24 hours.",,[],,"New York City, New York",False,4.0,deaths present but no comparable case count is available,human_review,rec_src_search_b4917c664acb_003,[],low,src_search_b4917c664acb,"[""src_search_b4917c664acb""]","[""https://www.nyshcp.org/ny-state-ep-alert-8-15-25-legionnaires-disease-update""]",,,"[""insufficient_case_reference""]"
anom_010,open,deaths_without_case_reference,record,deaths,2025-08-14,deterministic_anomaly_detection,Legionnaires' disease,,"![vaccineadvisor logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/logos/vaccineadvisor.svg) ![HMN logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/HMN-logo-1line.svg) ![facebook share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/facebook-social-share.svg) ![twitter share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/twitter-social-share-x.svg) ![linkedin share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/linkedin-social-share.svg) ![email](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/email-social-share.svg) ![print](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/print-social-share.svg) # NYC Legionnaires’ Outbreak: Fourth Death Confirmed, 101 Sickened ![](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/key-point_icon.svg) HealthDay News — A Legionnaires’ disease outbreak in Central Harlem has now caused four deaths and sickened 101 people, New York City health officials confirmed. The bacteria that cause the illness, called *Legionella*, were found in 12 cooling towers across 10 buildings, including NYC Health + Hospitals/Harlem. Cooling towers help regulate temperature in large buildings, but if they are not cleaned properly, bacteria can grow and spread through mist in the air. “As of today, 11 of the 12 cooling towers in Central Harlem that tested positive for *Legionella* bacteria have completed remediation, and by tomorrow, all towers will have completed remediations,” New York City Mayor [Eric Adams](https://www.nyc.gov/office-of-the-mayor/bio.page) said on Aug. 14.",,[],,"New York City, New York",False,4.0,deaths present but no comparable case count is available,human_review,rec_src_search_743df961a25b_004,[],low,src_search_743df961a25b,"[""src_search_743df961a25b""]","[""https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened""]",,,"[""insufficient_case_reference""]"
